Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date,Price_Per_SQM,Amenity_Score,Listing_Month,Distance_to_CBD_KM
Nyali Area,Townhouse,9,9,250,"Security, Parking",160000000,For Sale,2025-11-28,640000.0,2,11,10.0
Denis Pritt,Apartment,2,2,80,"Security, Parking",65000,For Rent,2025-11-21,812.5,2,11,10.0
Fourways Junction Estate,Townhouse,3,3,120,"Security, Parking",24000000,For Sale,2026-02-17,200000.0,2,2,10.0
Rosslyn,House,5,5,250,"Security, Parking",86000000,For Sale,2025-12-21,344000.0,2,12,10.0
Alozi Estate Rd,House,5,5,250,"Security, Parking",56000000,For Sale,2026-01-31,224000.0,2,1,10.0
Mtwapa,Apartment,2,3,1012,"Security, Parking",30000,For Rent,2025-12-09,29.64426877470356,2,12,10.0
Kiambu Road,Villa,4,4,180,"Security, Parking",29990000,For Sale,2026-02-07,166611.11111111112,2,2,8.8
Mukima Ridge,House,4,4,180,"Security, Parking",81420000,For Sale,2025-12-13,452333.3333333333,2,12,10.0
Syokimau,Apartment,3,3,120,"Security, Parking",35000,For Rent,2026-02-07,291.6666666666667,2,2,18.5
Loresho,Apartment,2,2,107,"Security, Parking",55000,For Rent,2025-12-25,514.018691588785,2,12,7.5
Lavington,Townhouse,4,4,180,"Security, Parking",70000000,For Sale,2026-01-24,388888.8888888889,2,1,4.5
Kilimani,Apartment,3,4,120,"Security, Parking",110000,For Rent,2026-01-30,916.6666666666666,2,1,3.8
Kilimani,Apartment,2,2,80,"Security, Parking",70000,For Rent,2025-12-21,875.0,2,12,3.8
Karen,Townhouse,5,5,250,"Security, Parking",90000000,For Sale,2026-01-16,360000.0,2,1,13.5
Dennis Pritt Road,Apartment,2,2,130,"Security, Parking",80000,For Rent,2026-01-03,615.3846153846154,2,1,10.0
Brookside,Apartment,3,4,120,"Security, Parking",160000,For Rent,2026-01-05,1333.3333333333333,2,1,10.0
Wilson,Villa,4,4,180,"Security, Parking",37000000,For Sale,2026-01-09,205555.55555555556,2,1,10.0
Syokimau,Townhouse,4,4,180,"Security, Parking",18000000,For Sale,2025-12-30,100000.0,2,12,18.5
Kitengela,House,3,3,120,"Security, Parking",6200000,For Sale,2026-01-21,51666.666666666664,2,1,10.0
Githuri Road,Apartment,4,5,180,"Security, Parking",145000,For Rent,2026-01-05,805.5555555555555,2,1,10.0
Nyari,House,7,7,250,"Security, Parking",165000000,For Sale,2025-12-19,660000.0,2,12,10.0
Westlands,Apartment,2,2,80,"Security, Parking",150000,For Rent,2025-12-03,1875.0,2,12,5.2
Lavington,Townhouse,4,4,180,"Security, Parking",55000000,For Sale,2025-11-24,305555.55555555556,2,11,4.5
Nyerere Road,House,3,3,120,"Security, Parking",16000000,For Sale,2026-02-03,133333.33333333334,2,2,10.0
Karen,Apartment,2,2,150,"Security, Parking",60000,For Rent,2026-01-29,400.0,2,1,13.5
Mountain View,Apartment,2,2,80,"Security, Parking",55000,For Rent,2025-12-11,687.5,2,12,10.0
Garden Estate Rd,Apartment,2,2,80,"Security, Parking",43000,For Rent,2025-12-04,537.5,2,12,10.0
Near Kasuku Center,Apartment,2,3,80,"Security, Parking",100000,For Rent,2025-12-23,1250.0,2,12,10.0
Lower Kabete,Townhouse,5,5,250,"Security, Parking",120000000,For Sale,2025-11-20,480000.0,2,11,10.0
09,House,5,5,250,"Security, Parking",200000000,For Sale,2026-02-07,800000.0,2,2,10.0
Juja Town,House,3,3,120,"Security, Parking",6700000,For Sale,2025-12-27,55833.333333333336,2,12,10.0
Westlands,Apartment,3,2,120,"Security, Parking",60000,For Rent,2025-12-18,500.0,2,12,5.2
Karen,House,4,4,180,"Security, Parking",63000000,For Sale,2025-11-21,350000.0,2,11,13.5
Kyuna Road,House,5,5,250,"Security, Parking",100000000,For Sale,2026-01-18,400000.0,2,1,10.0
Four Points Apartments,Apartment,2,2,94,"Security, Parking",55000,For Rent,2025-12-04,585.1063829787234,2,12,10.0
Bomani Mamba,House,2,2,80,"Security, Parking",4500000,For Sale,2025-11-26,56250.0,2,11,10.0
Kiambu Road,House,4,4,180,"Security, Parking",85000000,For Sale,2025-11-23,472222.22222222225,2,11,8.8
Malewa Rd 2,House,4,4,180,"Security, Parking",18000000,For Sale,2025-12-01,100000.0,2,12,10.0
Naivas Bamburi,House,4,4,180,"Security, Parking",12000000,For Sale,2025-12-24,66666.66666666667,2,12,10.0
Mtwapa Weigh Bridge,House,3,3,120,"Security, Parking",7500000,For Sale,2026-01-16,62500.0,2,1,10.0
Kisumu,House,3,3,120,"Security, Parking",18000000,For Sale,2025-12-10,150000.0,2,12,10.0
South C,House,4,4,180,"Security, Parking",26000000,For Sale,2025-12-19,144444.44444444444,2,12,6.5
Kitengela,House,3,3,120,"Security, Parking",6200000,For Sale,2025-12-11,51666.666666666664,2,12,10.0
Joska,House,4,4,180,"Security, Parking",7800000,For Sale,2025-12-10,43333.333333333336,2,12,10.0
89,House,5,5,250,"Security, Parking",250000000,For Sale,2026-01-29,1000000.0,2,1,10.0
Tigoni,House,6,6,250,"Security, Parking",90000000,For Sale,2026-02-07,360000.0,2,2,10.0
Brookside,Villa,4,4,180,"Security, Parking",41000000,For Sale,2026-01-29,227777.77777777778,2,1,10.0
Thindigua,Townhouse,4,4,180,"Security, Parking",22500000,For Sale,2025-12-05,125000.0,2,12,10.0
Diani,Villa,4,4,180,"Security, Parking",95000000,For Sale,2026-02-12,527777.7777777778,2,2,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",60000,For Rent,2026-01-15,750.0,2,1,4.2
Lavington,Apartment,2,2,80,"Security, Parking",75000,For Rent,2026-02-04,937.5,2,2,4.5
Brookside,Townhouse,5,5,250,"Security, Parking",39000000,For Sale,2025-12-01,156000.0,2,12,10.0
World Bank Estate,Townhouse,4,4,180,"Security, Parking",14000000,For Sale,2026-02-15,77777.77777777778,2,2,10.0
Runda,House,5,5,250,"Security, Parking",111000000,For Sale,2025-12-04,444000.0,2,12,9.8
Muchatha Heights,House,4,4,180,"Security, Parking",14500000,For Sale,2026-01-03,80555.55555555556,2,1,10.0
South C,Townhouse,4,4,180,"Security, Parking",20950000,For Sale,2026-01-03,116388.88888888889,2,1,6.5
Lavington,Townhouse,4,4,180,"Security, Parking",50000000,For Sale,2025-12-07,277777.77777777775,2,12,4.5
Masari Road,Apartment,2,2,80,"Security, Parking",69997,For Rent,2026-02-12,874.9625,2,2,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",115000,For Rent,2025-12-29,1437.5,2,12,3.8
Loresho,Townhouse,5,5,250,"Security, Parking",59500000,For Sale,2026-01-28,238000.0,2,1,7.5
Lavington,Townhouse,4,4,180,"Security, Parking",65000000,For Sale,2025-12-31,361111.1111111111,2,12,4.5
Brookside,Apartment,4,2,180,"Security, Parking",120000,For Rent,2026-01-19,666.6666666666666,2,1,10.0
Garden Drive,Apartment,1,1,50,"Security, Parking",90000,For Rent,2025-12-03,1800.0,2,12,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-01-07,625.0,2,1,3.8
Karen,House,4,4,180,"Security, Parking",70000000,For Sale,2025-12-27,388888.8888888889,2,12,13.5
Spring Valley,House,5,5,250,"Security, Parking",70000000,For Sale,2026-01-04,280000.0,2,1,6.1
Old Muthaiga,Apartment,2,2,80,"Security, Parking",80000,For Rent,2025-11-22,1000.0,2,11,10.0
Ngong,Townhouse,4,4,180,"Security, Parking",18500000,For Sale,2025-12-25,102777.77777777778,2,12,10.0
Westlands,Apartment,3,3,150,"Security, Parking",85000,For Rent,2026-01-10,566.6666666666666,2,1,5.2
Kizingo,House,5,5,250,"Security, Parking",70000000,For Sale,2025-12-17,280000.0,2,12,10.0
Off Naivasha Road,Apartment,3,2,120,"Security, Parking",55000,For Rent,2026-01-09,458.3333333333333,2,1,10.0
Ojijo,Apartment,2,1,80,"Security, Parking",75000,For Rent,2025-12-04,937.5,2,12,10.0
Lavington,House,5,5,250,"Security, Parking",80000000,For Sale,2025-11-19,320000.0,2,11,4.5
Marist Lane,Villa,4,4,180,"Security, Parking",75000000,For Sale,2026-01-02,416666.6666666667,2,1,10.0
Phase 4,House,4,4,180,"Security, Parking",13500000,For Sale,2026-02-17,75000.0,2,2,10.0
Loresho,Villa,4,4,180,"Security, Parking",85000000,For Sale,2026-01-01,472222.22222222225,2,1,7.5
Kileleshwa,Apartment,2,2,80,"Security, Parking",72500,For Rent,2025-12-06,906.25,2,12,4.2
Kiambu Road,House,4,4,180,"Security, Parking",37000000,For Sale,2026-01-29,205555.55555555556,2,1,8.8
Kilimani,Apartment,3,4,120,"Security, Parking",115000,For Rent,2025-12-01,958.3333333333334,2,12,3.8
Parklands,Apartment,4,4,180,"Security, Parking",110000,For Rent,2025-12-29,611.1111111111111,2,12,4.8
Sandalwood Lane Off Riverside Drive,Apartment,3,4,242,"Security, Parking",130000,For Rent,2025-12-09,537.1900826446281,2,12,10.0
Beijing Road,Apartment,3,2,120,"Security, Parking",35000,For Rent,2026-02-05,291.6666666666667,2,2,10.0
Chinga Dam Apartments,Apartment,3,2,120,"Security, Parking",58500,For Rent,2025-12-01,487.5,2,12,10.0
Chelezo Apartments,Apartment,3,3,150,"Security, Parking",98000,For Rent,2025-12-28,653.3333333333334,2,12,10.0
Ongata Rongai,House,3,3,120,"Security, Parking",6500000,For Sale,2025-12-08,54166.666666666664,2,12,10.0
Windsor,House,4,4,180,"Security, Parking",60000000,For Sale,2026-02-08,333333.3333333333,2,2,10.0
Fourways Junction Estate,House,4,4,180,"Security, Parking",31000000,For Sale,2026-02-07,172222.22222222222,2,2,10.0
Waiyaki Way,Apartment,2,2,80,"Security, Parking",115000,For Rent,2025-11-24,1437.5,2,11,10.0
Nyali Area,House,4,4,180,"Security, Parking",70000000,For Sale,2026-02-11,388888.8888888889,2,2,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",70000,For Rent,2025-12-12,875.0,2,12,3.8
Nyali Area,House,4,4,180,"Security, Parking",55000000,For Sale,2025-12-17,305555.55555555556,2,12,10.0
Lavington,House,4,4,180,"Security, Parking",185000000,For Sale,2026-02-07,1027777.7777777778,2,2,4.5
Links Road,Apartment,1,1,1200,"Security, Parking",20000,For Rent,2025-12-27,16.666666666666668,2,12,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",75000000,For Sale,2026-01-21,416666.6666666667,2,1,4.5
Vipingo,Townhouse,3,3,120,"Security, Parking",19950000,For Sale,2026-02-06,166250.0,2,2,10.0
Kilimani,Townhouse,4,4,180,"Security, Parking",29000000,For Sale,2026-02-11,161111.11111111112,2,2,3.8
South C,Townhouse,3,3,120,"Security, Parking",35000000,For Sale,2026-02-15,291666.6666666667,2,2,6.5
Kilifi,House,4,4,180,"Security, Parking",95000000,For Sale,2025-11-24,527777.7777777778,2,11,10.0
Bamburi,Townhouse,1,1,50,"Security, Parking",28000000,For Sale,2025-11-20,560000.0,2,11,10.0
South C,Townhouse,4,4,180,"Security, Parking",32000000,For Sale,2026-01-12,177777.77777777778,2,1,6.5
Nairobi,Apartment,1,1,50,"Security, Parking",30000,For Rent,2025-12-31,600.0,2,12,10.0
Loresho,Townhouse,4,4,180,"Security, Parking",35000000,For Sale,2026-01-09,194444.44444444444,2,1,7.5
Muthaiga North,House,4,4,180,"Security, Parking",40000000,For Sale,2025-12-29,222222.22222222222,2,12,10.0
Lenana Road,Apartment,3,3,120,"Security, Parking",100000,For Rent,2025-12-03,833.3333333333334,2,12,10.0
Garden Estate,House,5,5,250,"Security, Parking",70000000,For Sale,2025-12-20,280000.0,2,12,10.0
Lavington,Apartment,3,3,120,"Security, Parking",90000,For Rent,2026-01-09,750.0,2,1,4.5
Lavington,House,5,5,250,"Security, Parking",80000000,For Sale,2025-11-30,320000.0,2,11,4.5
Limuru Road,Apartment,3,2,120,"Security, Parking",40000,For Rent,2025-12-26,333.3333333333333,2,12,10.0
Watamu,House,6,6,250,"Security, Parking",45000000,For Sale,2025-12-29,180000.0,2,12,10.0
Loresho Ridge,House,4,4,180,"Security, Parking",45800000,For Sale,2025-12-18,254444.44444444444,2,12,10.0
Kileleshwa,Apartment,3,2,120,"Security, Parking",120000,For Rent,2025-12-11,1000.0,2,12,4.2
Mtwapa,House,4,4,180,"Security, Parking",16500000,For Sale,2025-12-07,91666.66666666667,2,12,10.0
Lavington,Apartment,3,2,120,"Security, Parking",80000,For Rent,2026-01-17,666.6666666666666,2,1,4.5
Langata,Townhouse,4,4,180,"Security, Parking",26000000,For Sale,2026-02-17,144444.44444444444,2,2,11.3
Riviera,Villa,4,4,180,"Security, Parking",70000000,For Sale,2025-12-08,388888.8888888889,2,12,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",50000000,For Sale,2026-02-13,200000.0,2,2,4.5
Runda,House,5,5,250,"Security, Parking",85000000,For Sale,2026-01-13,340000.0,2,1,9.8
Riverside,Apartment,3,4,120,"Security, Parking",160000,For Rent,2026-01-30,1333.3333333333333,2,1,2.5
Parklands,Apartment,3,3,120,"Security, Parking",110000,For Rent,2025-11-20,916.6666666666666,2,11,4.8
Riara Road,Apartment,3,2,120,"Security, Parking",75000,For Rent,2026-01-02,625.0,2,1,10.0
Brookside,Townhouse,4,4,180,"Security, Parking",48000000,For Sale,2025-11-22,266666.6666666667,2,11,10.0
Westlands,Apartment,2,2,20000,"Security, Parking",140000,For Rent,2025-12-02,7.0,2,12,5.2
Nyali Area,House,4,4,180,"Security, Parking",32000000,For Sale,2026-01-13,177777.77777777778,2,1,10.0
Runda,House,5,5,250,"Security, Parking",250000000,For Sale,2025-12-10,1000000.0,2,12,9.8
Mombasa Road,House,3,3,120,"Security, Parking",14000000,For Sale,2025-12-05,116666.66666666667,2,12,10.0
Ruiru,House,4,4,180,"Security, Parking",26000000,For Sale,2026-02-17,144444.44444444444,2,2,10.0
Kayawe,Apartment,3,3,120,"Security, Parking",120000,For Rent,2025-11-28,1000.0,2,11,10.0
Muchatha,House,4,4,180,"Security, Parking",22500000,For Sale,2025-11-26,125000.0,2,11,10.0
Athi River,House,3,3,120,"Security, Parking",12500000,For Sale,2025-11-23,104166.66666666667,2,11,10.0
Kitengela,Townhouse,4,4,180,"Security, Parking",17000000,For Sale,2025-12-16,94444.44444444444,2,12,10.0
Kileleshwa,Apartment,3,4,120,"Security, Parking",85000,For Rent,2026-01-24,708.3333333333334,2,1,4.2
Mombasa Road,Apartment,2,2,80,"Security, Parking",30000,For Rent,2025-12-28,375.0,2,12,10.0
Limuru Road,Apartment,2,2,3035,"Security, Parking",32500,For Rent,2025-11-24,10.70840197693575,2,11,10.0
Ruiru,Villa,5,5,250,"Security, Parking",28500000,For Sale,2025-12-13,114000.0,2,12,10.0
Off Raphta Road,Apartment,4,4,180,"Security, Parking",98000,For Rent,2025-12-25,544.4444444444445,2,12,10.0
Westlands,Apartment,3,2,120,"Security, Parking",65000,For Rent,2025-12-12,541.6666666666666,2,12,5.2
Raphta Rd,Apartment,2,2,80,"Security, Parking",95000,For Rent,2025-11-26,1187.5,2,11,10.0
Kyuna,Townhouse,4,4,180,"Security, Parking",49000000,For Sale,2025-12-31,272222.22222222225,2,12,10.0
Kileleshwa,Apartment,3,3,120,"Security, Parking",130000,For Rent,2025-12-31,1083.3333333333333,2,12,4.2
Kitengela,House,3,3,120,"Security, Parking",6300000,For Sale,2025-12-22,52500.0,2,12,10.0
Westlands,Apartment,1,2,50,"Security, Parking",55000,For Rent,2026-01-22,1100.0,2,1,5.2
Vipingo,House,3,3,120,"Security, Parking",14800000,For Sale,2025-11-28,123333.33333333333,2,11,10.0
Mandera Road,Apartment,2,3,94,"Security, Parking",90000,For Rent,2025-11-21,957.4468085106383,2,11,10.0
Lavington Green,House,4,4,180,"Security, Parking",80000000,For Sale,2026-01-29,444444.44444444444,2,1,10.0
Kisauni,Townhouse,5,5,250,"Security, Parking",35000000,For Sale,2026-01-30,140000.0,2,1,10.0
Riverside,Apartment,2,2,80,"Security, Parking",75000,For Rent,2026-02-11,937.5,2,2,2.5
Shanzu,Apartment,3,4,120,"Security, Parking",73000,For Rent,2026-01-13,608.3333333333334,2,1,10.0
Riara Road,Apartment,2,2,80,"Security, Parking",52000,For Rent,2026-02-14,650.0,2,2,10.0
Lavington,Villa,5,5,250,"Security, Parking",75000000,For Sale,2026-02-17,300000.0,2,2,4.5
Kilimani,Apartment,3,3,120,"Security, Parking",90000,For Rent,2025-11-24,750.0,2,11,3.8
Riverside,Apartment,4,4,180,"Security, Parking",120000,For Rent,2026-01-15,666.6666666666666,2,1,2.5
Riara Road,Apartment,4,4,180,"Security, Parking",100000,For Rent,2026-01-15,555.5555555555555,2,1,10.0
Kitengela,House,3,3,120,"Security, Parking",6000000,For Sale,2025-11-27,50000.0,2,11,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",110000,For Rent,2026-01-06,916.6666666666666,2,1,3.8
Nyali Area,House,4,4,180,"Security, Parking",80000000,For Sale,2026-01-22,444444.44444444444,2,1,10.0
Riverside,Apartment,3,3,120,"Security, Parking",140000,For Rent,2026-01-08,1166.6666666666667,2,1,2.5
Loresho,Townhouse,4,4,180,"Security, Parking",35000000,For Sale,2026-01-10,194444.44444444444,2,1,7.5
Lavington,Apartment,3,2,120,"Security, Parking",60000,For Rent,2025-12-01,500.0,2,12,4.5
1,Apartment,2,2,90,"Security, Parking",150000,For Rent,2026-02-11,1666.6666666666667,2,2,10.0
Kileleshwa,Apartment,3,3,120,"Security, Parking",120000,For Rent,2025-11-20,1000.0,2,11,4.2
Dennis Pritt,Apartment,2,2,80,"Security, Parking",170000,For Rent,2026-01-11,2125.0,2,1,10.0
Riara Massions,Apartment,3,3,170,"Security, Parking",95000,For Rent,2025-12-14,558.8235294117648,2,12,10.0
Riverside,Apartment,3,3,186,"Security, Parking",120000,For Rent,2025-12-31,645.1612903225806,2,12,2.5
Karen,House,6,6,250,"Security, Parking",135000000,For Sale,2025-12-31,540000.0,2,12,13.5
Lavington,Villa,4,4,180,"Security, Parking",65000000,For Sale,2026-01-14,361111.1111111111,2,1,4.5
Kindaruma Road,Apartment,3,3,120,"Security, Parking",98000,For Rent,2025-11-22,816.6666666666666,2,11,10.0
Karen,Townhouse,5,5,250,"Security, Parking",180000000,For Sale,2026-01-03,720000.0,2,1,13.5
Hatheru Road,Apartment,3,2,120,"Security, Parking",75000,For Rent,2026-01-26,625.0,2,1,10.0
Kiamumbi,Apartment,2,3,80,"Security, Parking",35000,For Rent,2026-01-31,437.5,2,1,10.0
Nyali,House,4,4,180,"Security, Parking",40000000,For Sale,2025-12-12,222222.22222222222,2,12,10.0
Caren Gardens,House,4,4,180,"Security, Parking",14000000,For Sale,2026-01-31,77777.77777777778,2,1,10.0
Syokimau,Townhouse,5,5,250,"Security, Parking",35000000,For Sale,2026-01-10,140000.0,2,1,18.5
Runda,Townhouse,6,6,250,"Security, Parking",250000000,For Sale,2026-01-20,1000000.0,2,1,9.8
Kingara Road,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-01-10,625.0,2,1,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",100000,For Rent,2025-11-20,1250.0,2,11,4.2
Kitengela,Townhouse,5,5,250,"Security, Parking",25000000,For Sale,2025-12-07,100000.0,2,12,10.0
Lavington,Apartment,1,1,50,"Security, Parking",70000,For Rent,2025-12-21,1400.0,2,12,4.5
Riverside,Apartment,3,3,23,"Security, Parking",100000,For Rent,2025-12-23,4347.826086956522,2,12,2.5
Lavington,Apartment,2,3,80,"Security, Parking",120000,For Rent,2026-02-17,1500.0,2,2,4.5
Jcc Church,Townhouse,4,4,180,"Security, Parking",11950000,For Sale,2025-12-03,66388.88888888889,2,12,10.0
Ongata Rongai,House,3,3,120,"Security, Parking",10500000,For Sale,2026-02-01,87500.0,2,2,10.0
Diani,Villa,3,3,120,"Security, Parking",28000000,For Sale,2026-02-11,233333.33333333334,2,2,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",67500000,For Sale,2026-02-01,270000.0,2,2,4.5
Bombolulu Estate,Townhouse,3,3,120,"Security, Parking",27000000,For Sale,2025-12-24,225000.0,2,12,10.0
Raphta Road,Apartment,3,4,120,"Security, Parking",130000,For Rent,2025-11-24,1083.3333333333333,2,11,10.0
Lavington,Villa,6,6,250,"Security, Parking",121000000,For Sale,2025-11-21,484000.0,2,11,4.5
Lavington,Townhouse,5,5,250,"Security, Parking",55000000,For Sale,2026-01-10,220000.0,2,1,4.5
Nairobi,House,6,6,250,"Security, Parking",275000000,For Sale,2025-12-03,1100000.0,2,12,10.0
Ruaka,Apartment,4,3,180,"Security, Parking",80000,For Rent,2025-12-04,444.44444444444446,2,12,12.3
0727N,House,1,1,50,"Security, Parking",4450000,For Sale,2026-01-29,89000.0,2,1,10.0
Nyali Area,Townhouse,3,3,120,"Security, Parking",12980000,For Sale,2025-12-01,108166.66666666667,2,12,10.0
Nyali,House,5,5,250,"Security, Parking",25000000,For Sale,2025-12-23,100000.0,2,12,10.0
Nyali Area,House,5,5,250,"Security, Parking",42000000,For Sale,2026-01-12,168000.0,2,1,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",55000,For Rent,2026-02-05,687.5,2,2,4.2
Westlands,Apartment,2,2,1500,"Security, Parking",120000,For Rent,2026-01-08,80.0,2,1,5.2
Kileleshwa,Apartment,3,2,120,"Security, Parking",60000,For Rent,2026-01-24,500.0,2,1,4.2
Oloitoktok Road,Apartment,2,2,80,"Security, Parking",130000,For Rent,2025-12-06,1625.0,2,12,10.0
Karen,House,5,5,250,"Security, Parking",92000000,For Sale,2026-01-31,368000.0,2,1,13.5
Thika Road,Apartment,4,4,180,"Security, Parking",85000,For Rent,2026-01-13,472.22222222222223,2,1,10.0
Kerarapon Drive,House,4,4,180,"Security, Parking",31000000,For Sale,2025-11-22,172222.22222222222,2,11,10.0
Laikipia Road,Apartment,3,2,120,"Security, Parking",140000,For Rent,2025-11-24,1166.6666666666667,2,11,10.0
Kilimani,Apartment,3,4,120,"Security, Parking",160000,For Rent,2026-01-09,1333.3333333333333,2,1,3.8
Karen,House,6,6,250,"Security, Parking",97000000,For Sale,2026-01-26,388000.0,2,1,13.5
Parklands,Apartment,1,1,50,"Security, Parking",130000,For Rent,2026-02-10,2600.0,2,2,4.8
Kilimani,Apartment,4,4,180,"Security, Parking",80000,For Rent,2026-01-24,444.44444444444446,2,1,3.8
Runda,Townhouse,5,5,250,"Security, Parking",120000000,For Sale,2026-01-24,480000.0,2,1,9.8
Lavington,Townhouse,5,5,250,"Security, Parking",63000000,For Sale,2025-12-07,252000.0,2,12,4.5
801181,Apartment,3,4,2700,"Security, Parking",100000,For Rent,2025-12-28,37.03703703703704,2,12,10.0
Ruiru,House,3,3,120,"Security, Parking",7900000,For Sale,2025-12-22,65833.33333333333,2,12,10.0
Waiyaki Way,Apartment,2,2,80,"Security, Parking",95000,For Rent,2025-11-28,1187.5,2,11,10.0
Runda,Villa,5,5,250,"Security, Parking",90000000,For Sale,2025-12-26,360000.0,2,12,9.8
