Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date
Kenpipe Gardens,House,3,3,0,"Security, Parking",10500000,For Sale,2026-01-28
Lavington,Townhouse,5,5,0,"Security, Parking",55000000,For Sale,2026-02-12
Maloi Apartments,Apartment,3,2,120,"Security, Parking",40000,For Rent,2025-11-19
Runda,Townhouse,4,4,0,"Security, Parking",130000000,For Sale,2025-11-23
Gravilla Estate,Apartment,2,1,2,"Security, Parking",22000,For Rent,2026-01-15
Near Yaya Center,Apartment,1,1,1,"Security, Parking",150000,For Rent,2025-12-31
Kilimani,Apartment,5,6,300,"Security, Parking",170000,For Rent,2026-01-29
Lavington,Townhouse,5,5,0,"Security, Parking",105000000,For Sale,2025-12-20
Lavington,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-05
Kileleshwa,Apartment,2,2,2,"Security, Parking",50000,For Rent,2026-02-01
Kibokoni,Villa,4,4,0,"Security, Parking",25000000,For Sale,2026-01-31
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-06
Syokimau,House,5,5,0,"Security, Parking",16500000,For Sale,2025-12-21
Parklands,Apartment,3,3,3,"Security, Parking",170000,For Rent,2025-11-24
Gitanga Road,Apartment,3,2,3,"Security, Parking",120000,For Rent,2026-01-13
Loresho,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-06
Athi River,Villa,4,4,0,"Security, Parking",25000000,For Sale,2025-12-25
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-12
Lavington,Apartment,3,3,3,"Security, Parking",90000,For Rent,2026-02-12
Lavington,Apartment,2,2,2,"Security, Parking",75000,For Rent,2026-02-03
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-27
South B,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-11
Lavington,Apartment,4,4,4,"Security, Parking",100000,For Rent,2026-01-28
Langata,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-09
Lavington,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-01-06
Ruaka,Apartment,3,3,3,"Security, Parking",80000,For Rent,2025-11-28
Rosslyn,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-30
School lane,Apartment,2,2,2,"Security, Parking",150000,For Rent,2025-12-15
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-02
Mombasa Road,Townhouse,3,3,0,"Security, Parking",14000000,For Sale,2025-11-20
kilimani,Apartment,2,2,2,"Security, Parking",80000,For Rent,2025-12-19
Lavington,Apartment,2,2,2,"Security, Parking",130000,For Rent,2025-12-10
Riverside,Apartment,3,3,3,"Security, Parking",80000,For Rent,2026-02-09
Riverside,House,4,4,0,"Security, Parking",40000000,For Sale,2026-01-05
katani,House,5,5,0,"Security, Parking",50000000,For Sale,2026-01-12
Kamulu 26,House,3,3,0,"Security, Parking",7500000,For Sale,2025-11-27
Near Valley Arcade Shopping Centre,Apartment,3,2,3,"Security, Parking",70000,For Rent,2025-11-29
Riverside,Apartment,3,3,3,"Security, Parking",120000,For Rent,2025-12-09
Bofa Road,House,3,3,0,"Security, Parking",32000000,For Sale,2026-01-26
Bamburi,Villa,4,4,0,"Security, Parking",11950000,For Sale,2025-12-10
Kuruwitu,Villa,4,4,0,"Security, Parking",55000000,For Sale,2026-01-10
Links road,Apartment,3,3,2500,"Security, Parking",40000,For Rent,2025-12-12
Brookside Drive,Apartment,3,3,3,"Security, Parking",135000,For Rent,2025-12-01
Limuru road,Apartment,2,2,1,"Security, Parking",45000,For Rent,2025-11-21
Lavington,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-04
Thika,Villa,4,4,0,"Security, Parking",27000000,For Sale,2025-12-10
Mtwapa,House,3,3,0,"Security, Parking",6500000,For Sale,2025-12-16
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-10
Karen,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-26
Rongai,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-19
South B,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-03
milimani,House,3,3,0,"Security, Parking",6200000,For Sale,2025-12-03
Rongai,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-26
Kilimani,Apartment,3,3,3,"Security, Parking",90000,For Rent,2026-02-14
Nyali,Apartment,3,4,2160,"Security, Parking",70000,For Rent,2026-01-12
Runda,Townhouse,4,4,0,"Security, Parking",65000000,For Sale,2025-12-29
Westlands Area,Apartment,1,1,2000,"Security, Parking",35000,For Rent,2026-01-06
Kiambu Road,Apartment,3,4,3,"Security, Parking",55000,For Rent,2026-01-29
Lower Kabete,House,5,5,0,"Security, Parking",190000000,For Sale,2026-02-17
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-09
Ruaka,Apartment,3,2,3,"Security, Parking",47000,For Rent,2026-02-13
Mbagathi Ridge,House,5,5,0,"Security, Parking",299700000,For Sale,2026-01-25
Mbaazi,Apartment,1,1,1,"Security, Parking",65000,For Rent,2026-02-11
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-11
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-27
kileleshwa,Apartment,3,2,3,"Security, Parking",65000,For Rent,2025-12-20
Crystal Rivers Residency,Townhouse,3,3,0,"Security, Parking",11000000,For Sale,2025-12-08
Kasuku Center,Apartment,3,2,3,"Security, Parking",60000,For Rent,2026-01-13
Upper Hill,Apartment,2,2,2,"Security, Parking",50000,For Rent,2025-12-08
Mombasa Road,House,3,3,0,"Security, Parking",13500000,For Sale,2025-11-23
Racecourse,Apartment,3,2,3,"Security, Parking",50000,For Rent,2026-01-06
kileleshwa,Apartment,3,3,3,"Security, Parking",145000,For Rent,2025-11-24
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-02
Runda,House,7,7,0,"Security, Parking",90000000,For Sale,2025-12-13
43,House,4,4,0,"Security, Parking",32000000,For Sale,2026-01-03
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-27
BrooksIde drive.,House,4,4,0,"Security, Parking",75000000,For Sale,2026-02-13
RUIRU,Townhouse,4,4,0,"Security, Parking",15000000,For Sale,2026-01-21
Kilimani,Apartment,2,2,2,"Security, Parking",125000,For Rent,2025-12-25
Lavington,Apartment,3,3,3,"Security, Parking",95000,For Rent,2025-12-14
Kyuna,House,5,5,0,"Security, Parking",95000000,For Sale,2025-12-06
Nyali Area,Townhouse,9,9,0,"Security, Parking",160000000,For Sale,2025-11-28
Denis Pritt,Apartment,2,2,2,"Security, Parking",65000,For Rent,2025-11-21
South C,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-24
Fourways Junction Estate,Townhouse,3,3,0,"Security, Parking",24000000,For Sale,2026-02-17
Rosslyn,House,5,5,0,"Security, Parking",86000000,For Sale,2025-12-21
Alozi estate Rd,House,5,5,0,"Security, Parking",56000000,For Sale,2026-01-31
mtwapa,Apartment,2,3,1012,"Security, Parking",30000,For Rent,2025-12-09
Kiambu Road,Villa,4,4,0,"Security, Parking",29990000,For Sale,2026-02-07
Westlands,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-01-17
Mukima Ridge,House,4,4,0,"Security, Parking",81420000,For Sale,2025-12-13
Syokimau,Apartment,3,3,3,"Security, Parking",35000,For Rent,2026-02-07
Loresho,Apartment,2,2,107,"Security, Parking",55000,For Rent,2025-12-25
Lavington,Townhouse,4,4,0,"Security, Parking",70000000,For Sale,2026-01-24
Kilimani,Apartment,3,4,3,"Security, Parking",110000,For Rent,2026-01-30
kilimani,Apartment,2,2,2,"Security, Parking",70000,For Rent,2025-12-21
Karen,Townhouse,5,5,0,"Security, Parking",90000000,For Sale,2026-01-16
Dennis Pritt road,Apartment,2,2,130,"Security, Parking",80000,For Rent,2026-01-03
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-03
Brookside,Apartment,3,4,3,"Security, Parking",160000,For Rent,2026-01-05
Westlands,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-22
Rosslyn,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-16
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-28
Wilson,Villa,4,4,0,"Security, Parking",37000000,For Sale,2026-01-09
Syokimau,Townhouse,4,4,0,"Security, Parking",18000000,For Sale,2025-12-30
Kitengela,House,3,3,0,"Security, Parking",6200000,For Sale,2026-01-21
Githuri Road,Apartment,4,5,4,"Security, Parking",145000,For Rent,2026-01-05
Nyari,House,7,7,0,"Security, Parking",165000000,For Sale,2025-12-19
Westlands Area,Apartment,2,2,2,"Security, Parking",150000,For Rent,2025-12-03
Lavington,Townhouse,4,4,0,"Security, Parking",55000000,For Sale,2025-11-24
Nyerere road,House,3,3,0,"Security, Parking",16000000,For Sale,2026-02-03
Karen,Apartment,2,2,150,"Security, Parking",60000,For Rent,2026-01-29
Mountain View,Apartment,2,2,2,"Security, Parking",55000,For Rent,2025-12-11
Garden Estate Rd,Apartment,2,2,2,"Security, Parking",43000,For Rent,2025-12-04
near Kasuku Center,Apartment,2,3,2,"Security, Parking",100000,For Rent,2025-12-23
Lower Kabete,Townhouse,5,5,0,"Security, Parking",120000000,For Sale,2025-11-20
09,House,5,5,0,"Security, Parking",200000000,For Sale,2026-02-07
Riverside,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-07
Juja Town,House,3,3,0,"Security, Parking",6700000,For Sale,2025-12-27
Rhapta Road,Apartment,3,2,3,"Security, Parking",60000,For Rent,2025-12-18
Karen,House,4,4,0,"Security, Parking",63000000,For Sale,2025-11-21
kyuna road,House,5,5,0,"Security, Parking",100000000,For Sale,2026-01-18
Four Points Apartments,Apartment,2,2,94,"Security, Parking",55000,For Rent,2025-12-04
Bomani Mamba,House,2,2,0,"Security, Parking",4500000,For Sale,2025-11-26
Kiambu Road,House,4,4,0,"Security, Parking",85000000,For Sale,2025-11-23
Malewa Rd 2,House,4,4,0,"Security, Parking",18000000,For Sale,2025-12-01
Naivas Bamburi,House,4,4,0,"Security, Parking",12000000,For Sale,2025-12-24
Mtwapa Weigh bridge,House,3,3,0,"Security, Parking",7500000,For Sale,2026-01-16
Kisumu,House,3,3,0,"Security, Parking",18000000,For Sale,2025-12-10
South C,House,4,4,0,"Security, Parking",26000000,For Sale,2025-12-19
Kitengela,House,3,3,0,"Security, Parking",6200000,For Sale,2025-12-11
Joska,House,4,4,0,"Security, Parking",7800000,For Sale,2025-12-10
89,House,5,5,0,"Security, Parking",250000000,For Sale,2026-01-29
Tigoni,House,6,6,0,"Security, Parking",90000000,For Sale,2026-02-07
Riverside,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-12
Brookside,Villa,4,4,0,"Security, Parking",41000000,For Sale,2026-01-29
Thindigua,Townhouse,4,4,0,"Security, Parking",22500000,For Sale,2025-12-05
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-15
Diani,Villa,4,4,0,"Security, Parking",95000000,For Sale,2026-02-12
Kileleshwa,Apartment,2,2,2,"Security, Parking",60000,For Rent,2026-01-15
Lavington,Apartment,2,2,2,"Security, Parking",75000,For Rent,2026-02-04
Brookside,Townhouse,5,5,0,"Security, Parking",39000000,For Sale,2025-12-01
World bank Estate,Townhouse,4,4,0,"Security, Parking",14000000,For Sale,2026-02-15
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-22
Runda,House,5,5,0,"Security, Parking",111000000,For Sale,2025-12-04
Muchatha Heights,House,4,4,0,"Security, Parking",14500000,For Sale,2026-01-03
Muthaiga,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-15
Langata,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-27
South C,Townhouse,4,4,0,"Security, Parking",20950000,For Sale,2026-01-03
lavington,Townhouse,4,4,0,"Security, Parking",50000000,For Sale,2025-12-07
Masari road,Apartment,2,2,2,"Security, Parking",69997,For Rent,2026-02-12
Kilimani,Apartment,2,2,2,"Security, Parking",115000,For Rent,2025-12-29
Loresho,Townhouse,5,5,0,"Security, Parking",59500000,For Sale,2026-01-28
Lavington,Townhouse,4,4,0,"Security, Parking",65000000,For Sale,2025-12-31
Brookside,Apartment,4,2,4,"Security, Parking",120000,For Rent,2026-01-19
Garden Drive,Apartment,1,1,1,"Security, Parking",90000,For Rent,2025-12-03
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-25
Kilimani,Apartment,3,3,3,"Security, Parking",75000,For Rent,2026-01-07
Karen,House,4,4,0,"Security, Parking",70000000,For Sale,2025-12-27
Spring Valley,House,5,5,0,"Security, Parking",70000000,For Sale,2026-01-04
Old Muthaiga,Apartment,2,2,2,"Security, Parking",80000,For Rent,2025-11-22
Ngong,Townhouse,4,4,0,"Security, Parking",18500000,For Sale,2025-12-25
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-01
Rhapta Road,Apartment,3,3,150,"Security, Parking",85000,For Rent,2026-01-10
Kizingo,House,5,5,0,"Security, Parking",70000000,For Sale,2025-12-17
Rosslyn,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-24
Off Naivasha road,Apartment,3,2,3,"Security, Parking",55000,For Rent,2026-01-09
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-31
Ojijo,Apartment,2,1,2,"Security, Parking",75000,For Rent,2025-12-04
Lavington,House,5,5,0,"Security, Parking",80000000,For Sale,2025-11-19
Marist Lane,Villa,4,4,0,"Security, Parking",75000000,For Sale,2026-01-02
phase 4,House,4,4,0,"Security, Parking",13500000,For Sale,2026-02-17
Loresho,Villa,4,4,0,"Security, Parking",85000000,For Sale,2026-01-01
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-05
Kileleshwa,Apartment,2,2,2,"Security, Parking",72500,For Rent,2025-12-06
Kiambu Road,House,4,4,0,"Security, Parking",37000000,For Sale,2026-01-29
Kilimani,Apartment,3,4,3,"Security, Parking",115000,For Rent,2025-12-01
Parklands,Apartment,4,4,4,"Security, Parking",110000,For Rent,2025-12-29
Sandalwood Lane Off Riverside Drive,Apartment,3,4,242,"Security, Parking",130000,For Rent,2025-12-09
BEIJING ROAD,Apartment,3,2,3,"Security, Parking",35000,For Rent,2026-02-05
Chinga Dam Apartments,Apartment,3,2,3,"Security, Parking",58500,For Rent,2025-12-01
Chelezo Apartments,Apartment,3,3,150,"Security, Parking",98000,For Rent,2025-12-28
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-06
Ongata Rongai,House,3,3,0,"Security, Parking",6500000,For Sale,2025-12-08
Windsor,House,4,4,0,"Security, Parking",60000000,For Sale,2026-02-08
Fourways Junction Estate,House,4,4,0,"Security, Parking",31000000,For Sale,2026-02-07
Waiyaki Way,Apartment,2,2,2,"Security, Parking",115000,For Rent,2025-11-24
Nyali Area,House,4,4,0,"Security, Parking",70000000,For Sale,2026-02-11
Kilimani,Apartment,2,2,2,"Security, Parking",70000,For Rent,2025-12-12
Nyali Area,House,4,4,0,"Security, Parking",55000000,For Sale,2025-12-17
Lavington,House,4,4,0,"Security, Parking",185000000,For Sale,2026-02-07
links road,Apartment,1,1,1200,"Security, Parking",20000,For Rent,2025-12-27
Lavington,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-06
Lavington,Townhouse,4,4,0,"Security, Parking",75000000,For Sale,2026-01-21
Vipingo,Townhouse,3,3,0,"Security, Parking",19950000,For Sale,2026-02-06
Kilimani,Townhouse,4,4,0,"Security, Parking",29000000,For Sale,2026-02-11
south c,Townhouse,3,3,0,"Security, Parking",35000000,For Sale,2026-02-15
kilifi,House,4,4,0,"Security, Parking",95000000,For Sale,2025-11-24
Bamburi,Townhouse,1,1,0,"Security, Parking",28000000,For Sale,2025-11-20
Ruaka,Apartment,0,1,125,"Security, Parking",35000,For Rent,2026-01-26
South C,Townhouse,4,4,0,"Security, Parking",32000000,For Sale,2026-01-12
NA,Apartment,1,1,1,"Security, Parking",30000,For Rent,2025-12-31
Loresho,Townhouse,4,4,0,"Security, Parking",35000000,For Sale,2026-01-09
Muthaiga North,House,4,4,0,"Security, Parking",40000000,For Sale,2025-12-29
Lenana road,Apartment,3,3,3,"Security, Parking",100000,For Rent,2025-12-03
Garden Estate,House,5,5,0,"Security, Parking",70000000,For Sale,2025-12-20
Lavington,Apartment,3,3,3,"Security, Parking",90000,For Rent,2026-01-09
Lavington,House,5,5,0,"Security, Parking",80000000,For Sale,2025-11-30
Limuru Road,Apartment,3,2,3,"Security, Parking",40000,For Rent,2025-12-26
Watamu,House,6,6,0,"Security, Parking",45000000,For Sale,2025-12-29
Loresho Ridge,House,4,4,0,"Security, Parking",45800000,For Sale,2025-12-18
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-30
Kileleshwa,Apartment,3,2,3,"Security, Parking",120000,For Rent,2025-12-11
Mtwapa,House,4,4,0,"Security, Parking",16500000,For Sale,2025-12-07
lavington,Apartment,3,2,3,"Security, Parking",80000,For Rent,2026-01-17
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-24
Langata,Townhouse,4,4,0,"Security, Parking",26000000,For Sale,2026-02-17
Riviera,Villa,4,4,0,"Security, Parking",70000000,For Sale,2025-12-08
Lavington,Townhouse,5,5,0,"Security, Parking",50000000,For Sale,2026-02-13
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-16
Runda,House,5,5,0,"Security, Parking",85000000,For Sale,2026-01-13
Riverside,Apartment,3,4,3,"Security, Parking",160000,For Rent,2026-01-30
Parklands,Apartment,3,3,3,"Security, Parking",110000,For Rent,2025-11-20
South B,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-15
Riara Road,Apartment,3,2,3,"Security, Parking",75000,For Rent,2026-01-02
Brookside,Townhouse,4,4,0,"Security, Parking",48000000,For Sale,2025-11-22
Westlands Area,Apartment,2,2,20000,"Security, Parking",140000,For Rent,2025-12-02
Nyali Area,House,4,4,0,"Security, Parking",32000000,For Sale,2026-01-13
Runda,House,5,5,0,"Security, Parking",250000000,For Sale,2025-12-10
Mombasa Road,House,3,3,0,"Security, Parking",14000000,For Sale,2025-12-05
Loresho,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-11
Ruiru,House,4,4,0,"Security, Parking",26000000,For Sale,2026-02-17
Kayawe,Apartment,3,3,3,"Security, Parking",120000,For Rent,2025-11-28
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-23
Muchatha,House,4,4,0,"Security, Parking",22500000,For Sale,2025-11-26
Athi River,House,3,3,0,"Security, Parking",12500000,For Sale,2025-11-23
Kitengela,Townhouse,4,4,0,"Security, Parking",17000000,For Sale,2025-12-16
Kileleshwa,Apartment,3,4,3,"Security, Parking",85000,For Rent,2026-01-24
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-11
Mombasa Road,Apartment,2,2,2,"Security, Parking",30000,For Rent,2025-12-28
Limuru Road,Apartment,2,2,3035,"Security, Parking",32500,For Rent,2025-11-24
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-19
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-01
Ruiru,Villa,5,5,0,"Security, Parking",28500000,For Sale,2025-12-13
Off Raphta Road,Apartment,4,4,4,"Security, Parking",98000,For Rent,2025-12-25
Rhapta Road,Apartment,3,2,3,"Security, Parking",65000,For Rent,2025-12-12
Raphta Rd,Apartment,2,2,2,"Security, Parking",95000,For Rent,2025-11-26
Loresho,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-16
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-16
Karen,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-30
Kyuna,Townhouse,4,4,0,"Security, Parking",49000000,For Sale,2025-12-31
Kileleshwa,Apartment,3,3,3,"Security, Parking",130000,For Rent,2025-12-31
Kitengela,House,3,3,0,"Security, Parking",6300000,For Sale,2025-12-22
Rhapta Road,Apartment,1,2,1,"Security, Parking",55000,For Rent,2026-01-22
Vipingo,House,3,3,0,"Security, Parking",14800000,For Sale,2025-11-28
Mandera Road,Apartment,2,3,94,"Security, Parking",90000,For Rent,2025-11-21
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-06
Lavington Green,House,4,4,0,"Security, Parking",80000000,For Sale,2026-01-29
Kisauni,Townhouse,5,5,0,"Security, Parking",35000000,For Sale,2026-01-30
Riverside,Apartment,2,2,2,"Security, Parking",75000,For Rent,2026-02-11
Shanzu,Apartment,3,4,3,"Security, Parking",73000,For Rent,2026-01-13
riara road,Apartment,2,2,2,"Security, Parking",52000,For Rent,2026-02-14
Lavington,Villa,5,5,0,"Security, Parking",75000000,For Sale,2026-02-17
Kilimani,Apartment,3,3,3,"Security, Parking",90000,For Rent,2025-11-24
Riverside,Apartment,4,4,4,"Security, Parking",120000,For Rent,2026-01-15
Riara road,Apartment,4,4,4,"Security, Parking",100000,For Rent,2026-01-15
South C,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-10
Kitengela,House,3,3,0,"Security, Parking",6000000,For Sale,2025-11-27
Kilimani,Apartment,3,3,3,"Security, Parking",110000,For Rent,2026-01-06
Nyali Area,House,4,4,0,"Security, Parking",80000000,For Sale,2026-01-22
Riverside,Apartment,3,3,3,"Security, Parking",140000,For Rent,2026-01-08
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-22
Karen,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-06
Loresho,Townhouse,4,4,0,"Security, Parking",35000000,For Sale,2026-01-10
